title,content,tokens
Page 142,"DISTILL —F IND THE ESSENCE 131 small Airbnb cabin in the Sierra Nevada mountains of Califor - nia, and we decided to listen to a podcast. It was a casual conver - sation between the host and a course instructor named Meghan Telpner, who ran an online school called the Academy of Culinary Nutrition. 5 I had never heard of her and put on the episode without any particular goal in mind. Over the next hour, as we ascended the steep mountainside roads, we were captivated by the story of the education business she had managed to build. She had faced so many of the same challenges we had. It was a relief to hear that we weren’t alone in our struggles. I was driving and unable to write anything down, but as soon as we arrived I sat in the car for a few minutes and captured the ideas I remembered. This is actually a great way to filter down the volume of notes you’re taking—the best stuff always sticks in your mind for an hour or two. 2P_Forte_BuildingASecondBrain_AK.indd 1312P_Forte_BuildingASecondBrain_AK.indd 131 2/14/22 3:39 PM2/14/22 3:39 PM",270
Page 143,"BUILDING A SECOND BRAIN132 A few months later, we were preparing a launch campaign for a new version of our online course. I had only a couple of weeks to prepare for it—definitely not enough time to do more research. I had to make use of the ideas I’d already collected. As part of my preparation, I went through this note (which I found within an area folder for “Online education”) and bolded the parts that most reso - nated with me. Then just before our launch kickoff I highlighted the parts I wanted to apply to our own situation. The highlighted passages you see here were the sparks that eventually led to us hiring alumni of the course to coach new students. This freed up my time to implement another idea from Telpner’s interview: adding a new “executive” coaching tier. You truly never know where inspiration will come from and the extraordinary impact it can have. Meeting Notes Like many people, I spend a fair percentage of my time on phone calls and in meetings. I want to make the best use of that time, so I take notes during most meetings of new ideas, suggestions, feedback, and action steps that come up. Taking notes during meetings is a common practice, but it’s often not clear what we should do with those notes. They are often messy, with the action items buried among random comments. I often use Progressive Summarization to summarize my notes after phone calls to make sure I’m extracting every bit of value from them. I captured this note during a conversation with a friend of mine who has experience designing recording studios. We were remodeling our garage into a home studio and I wanted to get his advice. He was kind enough to come over and walk me through his recommenda - tions, and I wrote down the main points in a notes app on my smart - phone as he spoke. 2P_Forte_BuildingASecondBrain_AK.indd 1322P_Forte_BuildingASecondBrain_AK.indd 132 2/14/22 3:39 PM2/14/22 3:39 PM",451
Page 144,"DISTILL —F IND THE ESSENCE 133 Sometime later, I happened to be driving by the local hardware store on my way home. I realized that I could pop in and get some of the supplies my friend had recommended. I took out my smartphone, did a search for “home studio,” and found this note. I took a few minutes while sitting in the car and bolded the items I would need to purchase at some point, which were buried among other suggestions he had made. Here’s what it looked like: 2P_Forte_BuildingASecondBrain_AK.indd 1332P_Forte_BuildingASecondBrain_AK.indd 133 2/14/22 3:39 PM2/14/22 3:39 PM",169
Page 145,"BUILDING A SECOND BRAIN134 I then copied and pasted only the bolded items I was ready to purchase into a separate list below my original notes, and suddenly I had a convenient shopping list I could easily reference while brows-ing the store. This example illustrates how even Progressively Summarizing notes from our own conversations can be immensely useful. Often your own thoughts need some distillation before you can take action on them. Picasso’s Secret: Prune the Good to Surface the Great We can look at masters of creativity throughout history to see how distilling their ideas shaped their work. One of Pablo Picasso’s most famous drawings, created in 1945 and known as Picasso’s Bull , offers a master class in how distillation works. 2P_Forte_BuildingASecondBrain_AK.indd 1342P_Forte_BuildingASecondBrain_AK.indd 134 2/14/22 3:39 PM2/14/22 3:39 PM",216
Page 146,"DISTILL —F IND THE ESSENCE 135 It is a sequence of images that he drew to study a bull’s essential form. The process of distillation happens in every art form, but this example is unusual in that Picasso preserved each step of his process. Pablo Picasso, Le T aureau (series of 11 lithographs), 1945–46 (© 2021 Estate of Pablo Picasso / Artists Rights Society (ARS), New York). Starting with the top left image and moving across and down, Picasso deconstructed the shapes of the bull one step at a time. In the first couple of drawings, he adds more detail. The horns are fuller, the tail becomes three-dimensional, and the hide has more depth and 2P_Forte_BuildingASecondBrain_AK.indd 1352P_Forte_BuildingASecondBrain_AK.indd 135 2/14/22 3:39 PM2/14/22 3:39 PM",207
Page 147,"BUILDING A SECOND BRAIN136 texture. Picasso is starting by building up detail so that he has more options to choose from when it comes time to take some away. The process of distillation begins with the fourth image. He outlines the main muscles of the animal using sharp white lines. Soft curves become more angular, and the animal as a whole starts to take on a more geometric look. In the fifth and sixth images, the draw - ing starts to become radically simplified as Picasso drops most of the detail in the bull’s head and further simplifies its horns, tail, and legs. A thick white line representing the bull’s center of gravity is added, cutting across the animal from front to back. By the last few images, the bull has become nothing more than an interconnected series of simple, black-and-white shapes. The legs have become single lines. Solid blocks of color define the front and back of the animal. In the final drawings, even those details are abstracted away. We end with a drawing that is nothing but a single, continu - ous stroke, which somehow still manages to capture the very essence of the bull. 6 Picasso’s act of distillation involves stripping away the unneces- sary so that only the essential remains. Crucially, Picasso couldn’t have started with the single line drawing. He needed to go through each layer of the bull’s form step-by-step to absorb the proportions and shapes into his muscle memory. The result points to a mysterious aspect of the creative process: it can end up with a result that looks so simple, it seems like anyone could have made it. That simplicity masks the effort that was needed to get there. Another example comes from documentary filmmaking. Ken Burns, the renowned creator of award-winning films like The Civil War, Baseball , and Jazz , has said that only a tiny percentage of the raw footage he captures eventually makes it into the final cut. This ratio can be as high as 40- or 50-to-1, which means that for every forty to fifty hours of footage he captures, only one hour makes it into the 2P_Forte_BuildingASecondBrain_AK.indd 1362P_Forte_BuildingASecondBrain_AK.indd 136 2/14/22 3:39 PM2/14/22 3:39 PM",501
Page 148,"DISTILL —F IND THE ESSENCE 137 final film. Along the way, Burns and his team are performing a radical act of distillation—finding the most interesting, surprising, moving moments hidden amidst hundreds of hours of recordings. * Progressive Summarization is not a method for remembering as much as possible—it is a method for forgetting as much as possible. As you distill your ideas, they naturally improve, because when you drop the merely good parts, the great parts can shine more brightly. To be clear, it takes skill and courage to let the details fall away. As Picasso’s bull and Burns’s documentaries illustrate, in making deci - sions about what to keep, we inevitably have to make decisions about what to throw away. You cannot highlight the main takeaways from an article without leaving some points out. You cannot make a high - light reel of a video without cutting some of the footage. You cannot give an effective presentation without leaving out some slides. The Three Most Common Mistakes of Novice Notetakers Here are a few guidelines to help you avoid common pitfalls as you embark on highlighting your own notes. Mistake #1: Over-Highlighting The biggest mistake people make when they start to distill their notes is that they highlight way too much. You may have experienced this pitfall in school, highlighting paragraph after paragraph or entire * In a class on documentary filmmaking on the educational platform MasterClass, Burns of- fered his suggestions for keeping track of material related to a film project: “Is there an article in the newspaper that relates to your project? Cut it out and file it. Have you written a draft of narration or dialogue? Print it out and file it. Thought of some great questions to ask your first interview subject? Jot them down on a scrap of paper and file that too.” 2P_Forte_BuildingASecondBrain_AK.indd 1372P_Forte_BuildingASecondBrain_AK.indd 137 2/14/22 3:39 PM2/14/22 3:39 PM",437
Page 149,"BUILDING A SECOND BRAIN138 pages of textbooks in the vain hope that you’d automatically be able to remember everything in yellow for the test. When it comes to notetaking for work, less is more. You can capture entire books, articles with dozens of pages, or social media posts by the hundreds. No one will stop you, but you’ll quickly learn that such volume will only create a lot more work later on when you have to figure out what all that information means. If you’re going to capture everything, you might as well capture nothing. Remember that notes are not authoritative texts. You don’t need to and shouldn’t include every tiny detail. They are more like book - marks peeking out from the pages of a book on the shelf, signaling to you, “Hey! There’s something interesting here!” You will always be able to go back and review the full, original source if needed. Your notes only solve the problem of rediscovering those sources when you need them. A helpful rule of thumb is that each layer of highlighting should include no more than 10–20 percent of the previous layer. If you save a series of excerpts from a book amounting to five hundred words, the bolded second layer should include no more than one hundred words, and highlighted third layer no more than twenty. This isn’t an exact science, but if you find yourself highlighting everything, this rule should give you pause. Mistake #2: Highlighting Without a Purpose in Mind The most common question I hear about Progressive Summarization is “When should I be doing this highlighting?” The answer is that you should do it when you’re getting ready to create something. Unlike Capture and Organize, which take mere seconds, it takes time and effort to distill your notes. If you try to do it with every note 2P_Forte_BuildingASecondBrain_AK.indd 1382P_Forte_BuildingASecondBrain_AK.indd 138 2/14/22 3:39 PM2/14/22 3:39 PM",450
Page 150,"DISTILL —F IND THE ESSENCE 139 up front, you’ll quickly be mired in hours of meticulous highlighting with no clear purpose in mind. You can’t afford such a giant invest - ment of time without knowing whether it will pay off. Instead, wait until you know how you’ll put the note to use. For example, when I’m preparing to write a blog post or article, I’ll usually start by highlighting the most interesting points from a group of notes that I think will be relevant to the topic at hand. That way I have a predictable, not-too-difficult task to get me warmed up for writing, the same way an athlete might have a warm-up and stretch - ing routine. When I’m about to get on a call with my lawyer, I’ll often prepare by highlighting my notes from our last call and drawing out decision points and action items into an agenda. He always thinks I’m well prepared, when in fact I just want to finish the call quickly to mini - mize the time I’m being billed for! You have to always assume that, until proven otherwise, any given note won’t necessarily ever be useful. You have no idea what your future self will need, want, or be working on. This assump - tion forces you to be conservative in the time you spend summariz - ing notes, doing so only when it’s virtually guaranteed that it will be worth it. The rule of thumb to follow is that every time you “touch” a note, you should make it a little more discoverable for your future self *— by adding a highlight, a heading, some bullets, or commentary. This is the “campsite rule” applied to information—leave it better than you * This principle is called stigmergy—to leave “marks” on the environment that make your fu- ture efforts easier. It is a strategy used by ant colonies to find food. If an ant finds a food source, it will bring a piece of it back to the colony, while leaving a special pheromone along the trail. Other ants can follow this trail to find the food for themselves, enabling a multitude of ants to quickly find and collect new sources of food. 2P_Forte_BuildingASecondBrain_AK.indd 1392P_Forte_BuildingASecondBrain_AK.indd 139 2/14/22 3:39 PM2/14/22 3:39 PM",540
Page 151,"BUILDING A SECOND BRAIN140 found it. This ensures that the notes you interact with most often will naturally become the most discoverable in a virtuous cycle. Mistake #3: Making Highlighting Difficult Don’t worry about analyzing, interpreting, or categorizing each point to decide whether to highlight it. That is way too taxing and will break the flow of your concentration. Instead, rely on your intuition to tell you when a passage is interesting, counterintuitive, or relevant to your favorite problems or a current project. Just as you listened for a feeling of internal resonance in decid - ing what content to save in the first place, the same rule applies for the insights within the note. Certain passages will move you, pique your attention, make your heart beat faster, or provoke you. Those are clear signals that you’ve found something important, and it’s time to add a highlight. You can apply the same criteria I intro - duced earlier in Chapter 4, looking out for individual points that are surprising, useful, inspiring, or personal to decide which ones are worth highlighting. When you learn the art of distillation, you will gain a lifelong skill that will impact every area of your life. Think of a storyteller who captivates you with every word. Their story is well distilled, with unnecessary details stripped away. Think about the last time you were entranced by a drawing or painting. Its ability to grab you immedi - ately is a sign that the concept behind the artwork is compressed into its most compact form, allowing it to travel efficiently from the canvas straight into your brain. Even in our daily conversations, the ability to be succinct with - out missing key details is what leads to exciting conversations that leave both people feeling enlivened. Distillation is at the heart of the communication that is so central to our friendships, our working 2P_Forte_BuildingASecondBrain_AK.indd 1402P_Forte_BuildingASecondBrain_AK.indd 140 2/14/22 3:39 PM2/14/22 3:39 PM",442
Page 152,"DISTILL —F IND THE ESSENCE 141 relationships, and our leadership abilities. Notetaking gives you a way to deliberately practice the skill of distilling every day. Your Turn: Keep Your Future Self in Mind The effort we put into Progressive Summarization is meant for one purpose: to make it easy to find and work with our notes in the future. More is not better when it comes to thinking and creating. Distilling makes our ideas small and compact, so we can load them up into our minds with minimal effort. If you can’t locate a piece of information quickly, in a format that’s convenient and ready to be put to use, then you might as well not have it at all. Our most scarce resource is time, which means we need to prioritize our abil - ity to quickly rediscover the ideas that we already have in our Second Brain. When the opportunity arrives to do our best work, it’s not the time to start reading books and doing research. You need that research to already be done. * You can prepare in advance for the future challenges and opportunities you don’t even yet know you’ll face, by taking advantage of the effort you’re already spending read - ing books, learning new things, and simply being curious about the world around you. * As Sönke Ahrens observes in his book How to T ake Smart Notes, this is the fundamental paradox at the heart of writing: you have to do the research before you know what you will write about. In his words:“We have to read with a pen in hand, develop ideas on paper and build up an ever-growing pool of externalised thoughts. We will not be guided by a blindly made-up plan picked from our unreliable brains, but by our interest, curiosity and intuition, which is formed and informed by the actual work of reading, thinking, discussing, writing and developing ideas—and is something that continuously grows and reflects our knowledge and understanding externally.” 2P_Forte_BuildingASecondBrain_AK.indd 1412P_Forte_BuildingASecondBrain_AK.indd 141 2/14/22 3:39 PM2/14/22 3:39 PM",473
Page 153,"BUILDING A SECOND BRAIN142 To put what you’ve just learned into practice immediately, find an interesting piece of content you consumed recently, such as an article, audiobook, or YouTube video. This could be content you’ve captured already and organized in one of your PARA folders. Or it could be a new piece of content floating around your email inbox or in a read later app. Start by saving only the best excerpts from that piece of content in a new note, either using copy-paste or a capture tool. This is layer one, the initial excerpts you save in your Second Brain. Next, read through the excerpts, bolding the main points and most important takeaways. Don’t make it an analytical decision—listen for a feeling of resonance and let that be your guide for what to bold. These bolded passages are layer two. Now read through only the bolded passages, and highlight (or, if your notes app doesn’t have a highlighting feature, underline) the best of the best passages. The key here is to be very picky: the entire note may have only a few highlighted sentences, or even just one. Not only is that fine, it represents a highly distilled and discoverable note. These highlights are layer three, which is distilled enough for most use cases. The true test of whether a note you’ve created is discoverable is whether you can get the gist of it at a glance. Put it aside for a few days and set a reminder to revisit it once you’ve forgotten most of the details. When you come back to it, give yourself no more than thirty seconds and see if you can rapidly get up to speed on what it’s about using the highlights you previously made. You’ll quickly be able to tell if you’ve added too many highlights or too few. Each time you decide to add a highlight, you are developing your judgment: distinguishing the bits that truly matter from those that don’t. This is a skill you can become better at over time. The more you exercise your judgment, the more efficient and enjoyable your 2P_Forte_BuildingASecondBrain_AK.indd 1422P_Forte_BuildingASecondBrain_AK.indd 142 2/14/22 3:39 PM2/14/22 3:39 PM",498
Page 154,"DISTILL —F IND THE ESSENCE 143 notetaking will become because you know that every minute of atten - tion you invest is creating lasting value. There are few things more satisfying than the feeling of making consistent progress. In the next chapter, we will move on to the final step of CODE, drawing on the material you’ve collected and distilled and using it to express your own point of view. 2P_Forte_BuildingASecondBrain_AK.indd 1432P_Forte_BuildingASecondBrain_AK.indd 143 2/14/22 3:39 PM2/14/22 3:39 PM",141
Page 155,2P_Forte_BuildingASecondBrain_AK.indd 1442P_Forte_BuildingASecondBrain_AK.indd 144 2/14/22 3:39 PM2/14/22 3:39 PM,56
Page 156,"145Chapter 7 Express— Show Your Work verum ipsum factum (“We only know what we make”) —Giambattista vic o, Italian philosopher In June 1947, a baby girl named Octavia Estelle Butler was born in Pasadena, California. Known in her early years as simply “Estelle,” she was raised by a single, widowed mother who worked domestic jobs to make ends meet. Painfully shy and introverted from a young age, Estelle became an easy target for bullying at school, which led her to believe she was “ugly and stupid, clumsy, socially hopeless.” 1 Her shyness combined with mild dyslexia made schoolwork difficult. In response, Estelle turned inward to her own imagination and outward to the Pasadena Central Library, where she would spend countless hours reading fairy tales and horse stories, and later, the fantasy and science-fiction novels that would eventually inspire her to become a writer. Despite the odds stacked against her, this young woman would eventually become one of the most successful and influential 2P_Forte_BuildingASecondBrain_AK.indd 1452P_Forte_BuildingASecondBrain_AK.indd 145 2/14/22 3:39 PM2/14/22 3:39 PM",277
Page 157,"BUILDING A SECOND BRAIN146 science-fiction writers of her generation, winning multiple Hugo and Nebula awards (the genre’s highest honors) and in 1995 becoming the first sci-fi writer to receive a MacArthur “Genius” Fellowship. But Estelle wasn’t always so successful. Her teachers at Garfield Elementary School evaluated her earliest writing harshly, with comments like “Hyperbolic” and “You’re not even trying” scribbled in the margins. 2 An elementary school teacher once asked, “why include the science fiction touch? I think the story would be more univer - sal if you kept to the human, earthly touch.” The teacher reported to her mother that “She has the understanding, but doesn’t apply it. She needs to learn self-discipline.” When she was twelve years old, Estelle watched the 1954 film Devil Girl From Mars , a sensationalist B movie that was so terrible it convinced Estelle that she could write something better. She recalls, “Until I began writing my own stories, I never found quite what I was looking for . . . In desperation, I made up my own.” As the possibility of becoming a professional writer slowly dawned on her, Estelle began her transformation into “Octavia,” whom she thought of as her powerful, assertive alter ego. Octavia took on a series of temporary or part-time jobs after graduating from high school: clerical, factory, warehouse, laundry, and food prepa - ration gigs—anything that wasn’t too mentally taxing, and that allowed her to maintain her routine of waking before dawn each morning to write. The emerging Octavia made three rules for herself: 1. Do n’t leave your home without a notebook, paper scraps, something to write with. 2. Do n’t walk into the world without your eyes and ears focused and open. 2P_Forte_BuildingASecondBrain_AK.indd 1462P_Forte_BuildingASecondBrain_AK.indd 146 2/14/22 3:39 PM2/14/22 3:39 PM",463
Page 158,"Ex PRESS —S HOW YOUR W ORK 147 3. Don’t make excuses about what you don’t have or what you w ould do if you did, use that energy to “find a way, make a way.” Thus began a lifelong relationship with her commonplace books. Butler would scrape together twenty-five cents to buy small Mead memo pads, and in those pages she took notes on every aspect of her life: grocery and clothes shopping lists, last-minute to-dos, wishes and intentions, and calculations of her remaining funds for rent, food, and utilities. She meticulously tracked her daily writing goals and page counts, lists of her failings and desired personal qualities, her wishes and dreams for the future, and contracts she would sign with herself each day for how many words she committed to write. Of course, Butler also gathered material for her fantastic stories: lyrics to songs she’d heard on the radio, an idea for a character’s name or motivation, a new topic to research, details of news stories—everything she needed to build the worlds her stories would take place in. She studied dozens of topics—anthropology, English, journalism, and speech. She traveled to the Amazon and Incan ruins in Peru to get a firsthand taste of biodiversity and civilizational collapse. Like a journalist, Butler had a love for cold, hard facts to imbue her stories with a sense of authenticity and concreteness: “The greater your ignorance the more verifiably accurate must be your facts,” she once remarked. One of Butler’s novels, The Parable of the Sower , hit the New York Times bestseller list for the first time in 2020, 3 fulfilling one of Butler’s life goals fourteen years after her death. The book portrays a post - ap ocalyptic future in the aftermath of runaway climate disasters, in which small communities must band together in order to survive. These eerily prescient forecasts resonated with readers as the COVID-19 pandemic unfolded, as our own time began to seem similarly bleak and uncertain. The radical reimagination of what life could look like 2P_Forte_BuildingASecondBrain_AK.indd 1472P_Forte_BuildingASecondBrain_AK.indd 147 2/14/22 3:39 PM2/14/22 3:39 PM",499
Page 159,"BUILDING A SECOND BRAIN148 in the midst of a crisis was no longer idle speculation—it had become a daily preoccupation for people around the world. Butler has been called a prophet for her ability to forecast the future, but she always said that her work came from simply imagining, “If this goes on . . . it extrapolates from current technology, current ecological conditions, current social conditions, current practices of any sort. It offers good possibilities—as well as warnings.” Butler knew that science fiction was more than entertainment. It was a transformative way of viewing the future. As one of the first Black women to gain recognition in the sci-fi genre, Butler explored ideas and themes that had been previously ignored: the potential consequences of environmental collapse due to climate change, corpo - rate greed and the growing gap between the wealthy and poor, gender fluidity and the “othering” of marginalized groups, and criticism of the hierarchical nature of society, among other themes. Butler pioneered Afrofuturism, a genre that cast African Ameri - cans as protagonists who embrace radical change in order to survive. Her stories allowed her readers to visualize futures in which marginal - ized people are heroes, not victims. Through her writing, she expanded our vision of the future to include the untold stories of the disenfran - chised, the outcast, and the unconventional. How do we know so much about even the tiniest details of Butler’s life? Because she kept it all—journals, commonplace books, speeches, library call slips, essay and story drafts, school notes, calendars, and datebooks as well as assorted odds and ends like school progress reports, bus passes, yearbooks, and contracts. This collection contained 9,062 items and filled 386 boxes when it was donated to the Huntington Library in San Marino, California, after Butler’s passing. 4 How could a painfully shy little girl become a world-renowned, award-winning writer? How could an impoverished and overworked young woman emerge as a powerful prophet of the future? In her own 2P_Forte_BuildingASecondBrain_AK.indd 1482P_Forte_BuildingASecondBrain_AK.indd 148 2/14/22 3:39 PM2/14/22 3:39 PM",491
Page 160,"Ex PRESS —S HOW YOUR W ORK 149 words: “My mother was a maid, my father shined shoes, and I wanted to write science fiction, who was I kidding?” Butler did it by drawing on her life experience: “The painful, horrifying, the unpleasant things that happen, affect my work more strongly than the pleasant ones. They’re more memorable and more likely to goad me into writing interesting stories.” She used her notes and her writing to confront her demons: “The biggest obstacle I had to overcome was my own fear and self-doubt—fear that maybe my work really wasn’t good enough, maybe I wasn’t smart enough; maybe the people telling me I couldn’t make it were right.” She used every bit of insight and detail she could muster from both her daily life and the books she immersed herself in: “Use what you have; even if it seems meager, it may be magic in your hands.” Butler found a way to express her voice and her ideas even when her circumstances made it seem impossible. The myth of the writer sitting down before a completely blank page, or the artist at a completely blank canvas, is just that— a myth. Professional creatives constantly draw on outside sources of inspiration—their own experiences and observations, lessons gleaned from successes and failures alike, and the ideas of others. If there is a secret to creativity, it is that it emerges from everyday efforts to gather and organize our influences. How to Protect Your Most Precious Resource As knowledge workers, attention is our most scarce and precious resource. The creative process is fueled by attention at every step. It is the lens that allows us to make sense of what’s happening, to notice what resources we have at our disposal, and to see the contribution we can 2P_Forte_BuildingASecondBrain_AK.indd 1492P_Forte_BuildingASecondBrain_AK.indd 149 2/14/22 3:39 PM2/14/22 3:39 PM",438
Page 161,"BUILDING A SECOND BRAIN150 make. The ability to intentionally and strategically allocate our atten - tion is a competitive advantage in a distracted world. We have to jeal - ously guard it like a valuable treasure. You have twenty-four hours in a day, but how many of those hours include your highest-quality attention? Some days are so frenetic and fragmented that you might not have any at all. Attention can be culti - vated but also destroyed—by distractions, interruptions, and envi - ronments that don’t protect it. The challenge we face in building a Second Brain is how to establish a system for personal knowledge that frees up attention, instead of taking more of it. We’ve been taught that it’s important to work “with the end in mind.” We are told that it is our responsibility to deliver results, whether that is a finished product on store shelves, a speech delivered at an event, or a published technical document. This is generally good advice, but there is a flaw in focusing only on the final results: all the intermediate work—the notes, the drafts, the outlines, the feedback—tends to be underappreciated and undervalued. The precious attention we invested in producing that in -between work gets thrown away, never to be used again. Because we manage most of our “work-in-process” in our head, as soon as we finish the project and step away from our desks, all that valuable knowledge we worked so hard to acquire dissolves from our memory like a sandcastle washed away by the ocean waves. If we consider the focused application of our attention to be our greatest asset as knowledge workers, we can no longer afford to let that intermediate work disappear. If we consider how precious little time we have to produce something extraordinary in our careers, it becomes imperative that we recycle that knowledge back into a system where it can become useful again. What are the knowledge assets you’re creating today that will be most reusable in the future? What are the building blocks that 2P_Forte_BuildingASecondBrain_AK.indd 1502P_Forte_BuildingASecondBrain_AK.indd 150 2/14/22 3:39 PM2/14/22 3:39 PM",487
Page 162,"Ex PRESS —S HOW YOUR W ORK 151 will move forward your projects tomorrow? How can you package up what you know in a form that you’ll be able to revisit it again and again no matter what endeavors you take on in the future? The final stage of the creative process, Express, is about refus- ing to wait until you have everything perfectly ready before you share what you know. It is about expressing your ideas earlier, more frequently, and in smaller chunks to test what works and gather feedback from others. That feedback in turn gets drawn in to your Second Brain, where it becomes the starting point for the next itera - tion of your work. Intermediate Packets: The Power of Thinking Small The idea of dividing our work into smaller units isn’t new. You’ve probably heard this advice a hundred times: if you’re stuck on a task, break it down into smaller steps. Every profession and creative medium has its own version of “inter - mediate steps” on the way to full-fledged final works. For example: • “M odules” in software development • “B etas” tested by start-ups • “S ketches” in architecture • “P ilots” for television series • “P rototypes” made by engineers • “C oncept cars” in auto design • “D emos” in music recording Each of these terms is the equivalent of a “rough draft” you create as part of the process of making something new. 2P_Forte_BuildingASecondBrain_AK.indd 1512P_Forte_BuildingASecondBrain_AK.indd 151 2/14/22 3:39 PM2/14/22 3:39 PM",384
Page 163,"BUILDING A SECOND BRAIN152 Here’s what most people miss: it’s not enough to simply divide tasks into smaller pieces—you then need a system for managing those pieces. Otherwise, you’re just creating a lot of extra work for yourself trying to keep track of them. That system is your Second Brain, and the small pieces of work- in-process it contains I call “Intermediate Packets.” Intermediate Packets are the concrete, individual building blocks that make up your work. * For example, a set of notes from a team meeting, a list of relevant research findings, a brainstorm with collaborators, a slide deck analyzing the market, or a list of action items from a conference call. Any note can potentially be used as an Intermediate Packet in some larger project or goal. Think of a salesperson planning a new campaign for a health- branded energy drink. Sales might seem like the kind of job that is least related to “knowledge management.” Isn’t it all about making calls, having meetings, sending pitches, and closing deals? If we take a closer look, there are many building blocks such a sales job relies on. The company brochure, the sales prospectus, the cold-calling scripts, the list of warm leads, notes from past calls with an important distributor—these are the assets that a salesperson depends on for their performance. Like LEGO blocks, the more pieces you have, the easier it is to build something interesting. Imagine that instead of starting your next project with a blank slate, you started with a set of building blocks—research findings, web clippings, PDF highlights, book notes, back-of-the-envelope sketches—that represent your long-term effort to make sense of your field, your industry, and the world at large. * Intermediate Packets are abbreviated as IPs, a lucky coincidence that is appropriate, because they are absolutely your Intellectual Property. You created them, you own them, and you have the right to use them again and again in any future project. 2P_Forte_BuildingASecondBrain_AK.indd 1522P_Forte_BuildingASecondBrain_AK.indd 152 2/14/22 3:39 PM2/14/22 3:39 PM",487
Page 164,"Ex PRESS —S HOW YOUR W ORK 153 Our time and attention are scarce, and it’s time we treated the things we invest in—reports, deliverables, plans, pieces of writing, graphics, slides—as knowledge assets that can be reused instead of reproducing them from scratch. Reusing Intermediate Packets of work frees up our attention for higher-order, more creative thinking. Thinking small is the best way to elevate your horizons and expand your ambitions. There are five kinds of Intermediate Packets you can create and reuse in your work: • Di stilled notes: Books or articles you’ve read and distilled so it’s easy to get the gist of what they contain (using the Progres- sive Summarization technique you learned in the previous chapter, for example). • Out takes: The material or ideas that didn’t make it into a past project but could be used in future ones. • Wo rk-in-process: The documents, graphics, agendas, or plans you produced during past projects. • Fi nal deliverables: Concrete pieces of work you’ve delivered as part of past projects, which could become components of some - thing new. • Do cuments created by others: Knowledge assets created by people on your team, contractors or consultants, or even clients or customers, that you can reference and incorporate into your work. If you’re reading how-to articles in your free time, you can save the best tips in your notes and turn them into distilled notes for when it’s time to put them to use. If you’re writing an essay and decide to cut a paragraph, you can save those outtakes in case you ever write a follow-up. If you are in product development and create a detailed set 2P_Forte_BuildingASecondBrain_AK.indd 1532P_Forte_BuildingASecondBrain_AK.indd 153 2/14/22 3:39 PM2/14/22 3:39 PM",430
Page 165,"BUILDING A SECOND BRAIN154 of requirements, you can save that work-in-process as a template for future products. If you’re a management consultant, you can save the slides you presented to an executive team as a final deliverable , and reuse them for similar presentations. If you’re a lab scientist and a colleague designs the perfect lab protocol, you can reuse and improve that document for your own use (with their permission, of course). You should always cite your sources and give credit where credit is due. A scientist doesn’t obscure her sources—she points to them so others can retrace her footsteps. We all stand on the shoulders of giants, and it’s smart to build on the thinking they’ve done rather than try to reinvent the wheel. Making the shift to working in terms of Intermediate Packets unlocks several very powerful benefits. First, you’ll become interruption-proof because you are focusing only on one small packet at a time, instead of trying to load up the entire project into your mind at once. You become less vulnerable to interruptions, because you’re not trying to manage all the work-in-process in your head. Second, you’ll be able to make progress in any span of time. Instead of waiting until you have multiple uninterrupted hours—which, let’s face it, is rare and getting rarer—you can look at how many minutes you have free and choose to work on an IP that you can get done within that time, even if it’s tiny. Big projects and goals become less intimidating because you can just keep breaking them down into smaller and smaller pieces, until they fit right into the gaps in your day. Third, Intermediate Packets increase the quality of your work by allowing you to collect feedback more often. Instead of laboring for weeks in isolation, only to present your results to your boss or client and find out you went in the wrong direction, you craft just one small building block at a time and get outside input before moving forward. 2P_Forte_BuildingASecondBrain_AK.indd 1542P_Forte_BuildingASecondBrain_AK.indd 154 2/14/22 3:39 PM2/14/22 3:39 PM",481
Page 166,"Ex PRESS —S HOW YOUR W ORK 155 You’ll find that people give much better feedback if they’re included early, and the work is clearly in progress. Fourth, and best of all, eventually you’ll have so many IPs at your disposal that you can execute entire projects just by assembling previ - ously created IPs. This is a magical experience that will completely change how you view productivity. The idea of starting anything from scratch will become foreign to you—why not draw on the wealth of assets you’ve invested in in the past? People will marvel at how you’re able to deliver at such a high standard so consistently. They’ll wonder how you find the time to do so much careful thinking, when in fact you’re not working harder or longer—all you’re doing is drawing on a growing library of Intermediate Packets stored in your Second Brain. If they are truly valuable assets, then they deserve to be managed, just like any other asset you possess. Intermediate Packets are really a new lens through which you can perceive the atomic units that make up everything you do. By “think - ing small,” you can focus on creating just one IP each time you sit down to work, without worrying about how viable it is or whether it will be used in the exact way you envisioned. This lens reframes creativity as an ongoing, continual cycle of delivering value in small bits, rather than a massive all-consuming endeavor that weighs on you for months. Assembling Building Blocks: The Secret to Frictionless Output Every time you make a sketch, design a slide, record a short video on your phone, or post on social media, you are undertaking a small creative act that produces a tangible by-product. Consider the differ - ent kinds of documents and other content that you probably regularly produce as part of your normal routines: 2P_Forte_BuildingASecondBrain_AK.indd 1552P_Forte_BuildingASecondBrain_AK.indd 155 2/14/22 3:39 PM2/14/22 3:39 PM",450
